,neighbor,probability,distance,reference,id
1612,A,0.9874764,459.26532,A,3
1613,A,1.0033807,469.44897,A,3
1614,A,0.9920446,479.63266,A,3
1615,A,1.0009121,489.8163,A,3
1616,A,1.0042411,500.0,A,3
1617,B,0.7470476,11.183674,A,3
1618,B,0.7081101,21.367348,A,3
1619,B,0.712006,31.55102,A,3
1620,B,0.71764153,41.734695,A,3
1621,B,0.7839723,51.918365,A,3
1622,B,0.7300729,62.10204,A,3
1623,B,0.77004576,72.28571,A,3
1624,B,0.7962609,82.46939,A,3
1625,B,0.8112759,92.65306,A,3
1626,B,0.8215015,102.83673,A,3
1627,B,0.8276408,113.02041,A,3
1628,B,0.86248493,123.20408,A,3
1629,B,0.8224861,133.38776,A,3
1630,B,0.9083466,143.57143,A,3
1631,B,0.88519365,153.7551,A,3
1632,B,0.90432477,163.93878,A,3
1633,B,0.9643167,174.12245,A,3
1634,B,0.93902165,184.30612,A,3
1635,B,0.9484106,194.48979,A,3
1636,B,0.9610886,204.67346,A,3
1637,B,0.9777873,214.85715,A,3
1638,B,0.9691421,225.04082,A,3
1639,B,0.9672018,235.22449,A,3
1640,B,0.9543201,245.40816,A,3
1641,B,1.0039184,255.59184,A,3
1642,B,0.98862684,265.7755,A,3
1643,B,1.004593,275.9592,A,3
1644,B,1.0246768,286.14285,A,3
1645,B,0.9983748,296.32654,A,3
1646,B,1.0115193,306.5102,A,3
1647,B,0.9756514,316.69388,A,3
1648,B,0.98337114,326.87756,A,3
1649,B,1.0058885,337.06122,A,3
1650,B,0.9785806,347.2449,A,3
1651,B,1.0095788,357.42856,A,3
1652,B,1.007827,367.61224,A,3
1653,B,1.0168388,377.79593,A,3
1654,B,1.0069299,387.97958,A,3
1655,B,1.0060294,398.16327,A,3
1656,B,1.0210065,408.34692,A,3
1657,B,1.0220783,418.5306,A,3
1658,B,0.9984006,428.7143,A,3
1659,B,1.0126542,438.89795,A,3
1660,B,1.0206183,449.08163,A,3
1661,B,1.0174258,459.26532,A,3
1662,B,0.9750821,469.44897,A,3
1663,B,1.0155811,479.63266,A,3
1664,B,1.0169466,489.8163,A,3
1665,B,1.0168364,500.0,A,3
1666,C,1.0584579,11.183674,A,3
1667,C,0.8404912,21.367348,A,3
1668,C,0.9221524,31.55102,A,3
1669,C,0.9416353,41.734695,A,3
1670,C,0.94728446,51.918365,A,3
1671,C,0.91563475,62.10204,A,3
1672,C,0.9489398,72.28571,A,3
1673,C,0.9153084,82.46939,A,3
1674,C,0.8954611,92.65306,A,3
1675,C,0.88254553,102.83673,A,3
1676,C,0.89615244,113.02041,A,3
1677,C,0.8913979,123.20408,A,3
1678,C,0.8766742,133.38776,A,3
1679,C,0.8916462,143.57143,A,3
1680,C,0.9200491,153.7551,A,3
1681,C,0.9023479,163.93878,A,3
1682,C,0.8980977,174.12245,A,3
1683,C,0.87772787,184.30612,A,3
1684,C,0.89145255,194.48979,A,3
1685,C,0.8965828,204.67346,A,3
1686,C,0.9071518,214.85715,A,3
1687,C,0.8958444,225.04082,A,3
1688,C,0.90678114,235.22449,A,3
1689,C,0.9073623,245.40816,A,3
1690,C,0.88894945,255.59184,A,3
1691,C,0.916727,265.7755,A,3
1692,C,0.9107206,275.9592,A,3
1693,C,0.92588574,286.14285,A,3
1694,C,0.9199335,296.32654,A,3
1695,C,0.94987285,306.5102,A,3
1696,C,0.956116,316.69388,A,3
1697,C,0.9474201,326.87756,A,3
1698,C,0.9377033,337.06122,A,3
1699,C,0.9503598,347.2449,A,3
1700,C,0.9391496,357.42856,A,3
1701,C,0.9687504,367.61224,A,3
1702,C,0.94727683,377.79593,A,3
1703,C,0.9732302,387.97958,A,3
1704,C,0.99824214,398.16327,A,3
1705,C,0.98837173,408.34692,A,3
1706,C,0.9664828,418.5306,A,3
1707,C,0.980863,428.7143,A,3
1708,C,1.0140933,438.89795,A,3
1709,C,1.017776,449.08163,A,3
1710,C,1.0411092,459.26532,A,3
1711,C,1.0214778,469.44897,A,3
1712,C,1.0291077,479.63266,A,3
1713,C,1.0133353,489.8163,A,3
1714,C,1.0334371,500.0,A,3
1715,D,1.1531342,11.183674,A,3
1716,D,0.99412525,21.367348,A,3
1717,D,1.0334314,31.55102,A,3
1718,D,1.0423999,41.734695,A,3
1719,D,1.0395379,51.918365,A,3
1720,D,1.0566224,62.10204,A,3
1721,D,1.0581081,72.28571,A,3
1722,D,1.0415214,82.46939,A,3
1723,D,1.0512372,92.65306,A,3
1724,D,1.059993,102.83673,A,3
1725,D,1.0648152,113.02041,A,3
1726,D,1.0662469,123.20408,A,3
1727,D,1.0425302,133.38776,A,3
1728,D,1.0509104,143.57143,A,3
1729,D,1.0588926,153.7551,A,3
1730,D,1.0546283,163.93878,A,3
1731,D,1.0511014,174.12245,A,3
1732,D,1.0408727,184.30612,A,3
1733,D,1.0393101,194.48979,A,3
1734,D,1.0434806,204.67346,A,3
1735,D,1.0247072,214.85715,A,3
1736,D,1.0491979,225.04082,A,3
1737,D,1.0484817,235.22449,A,3
1738,D,1.0386235,245.40816,A,3
1739,D,1.0498679,255.59184,A,3
1740,D,1.0397905,265.7755,A,3
1741,D,1.0292739,275.9592,A,3
1742,D,1.0322343,286.14285,A,3
1743,D,1.0290691,296.32654,A,3
1744,D,1.0312641,306.5102,A,3
1745,D,1.0349667,316.69388,A,3
1746,D,1.0228462,326.87756,A,3
1747,D,1.0231456,337.06122,A,3
1748,D,1.0213877,347.2449,A,3
1749,D,1.0188286,357.42856,A,3
1750,D,0.99824625,367.61224,A,3
1751,D,1.0071084,377.79593,A,3
1752,D,1.0101299,387.97958,A,3
1753,D,1.0062357,398.16327,A,3
1754,D,1.0174812,408.34692,A,3
1755,D,1.0067638,418.5306,A,3
1756,D,1.0052917,428.7143,A,3
1757,D,1.0129567,438.89795,A,3
1758,D,1.0109559,449.08163,A,3
1759,D,0.99070746,459.26532,A,3
1760,D,0.99357456,469.44897,A,3
1761,D,0.99115616,479.63266,A,3
1762,D,0.9875506,489.8163,A,3
1763,D,0.97412163,500.0,A,3
1764,A,0.7470476,11.183674,B,3
1765,A,0.70811015,21.367348,B,3
1766,A,0.7120059,31.55102,B,3
1767,A,0.7176416,41.734695,B,3
1768,A,0.7839724,51.918365,B,3
1769,A,0.73007286,62.10204,B,3
1770,A,0.7700458,72.28571,B,3
1771,A,0.79626083,82.46939,B,3
1772,A,0.8112759,92.65306,B,3
1773,A,0.82150155,102.83673,B,3
1774,A,0.8276408,113.02041,B,3
1775,A,0.8624849,123.20408,B,3
1776,A,0.82248604,133.38776,B,3
1777,A,0.9083467,143.57143,B,3
1778,A,0.8851937,153.7551,B,3
1779,A,0.90432477,163.93878,B,3
1780,A,0.9643167,174.12245,B,3
1781,A,0.9390216,184.30612,B,3
1782,A,0.9484106,194.48979,B,3
1783,A,0.96108854,204.67346,B,3
1784,A,0.97778726,214.85715,B,3
1785,A,0.969142,225.04082,B,3
1786,A,0.9672017,235.22449,B,3
1787,A,0.9543201,245.40816,B,3
1788,A,1.0039184,255.59184,B,3
1789,A,0.98862666,265.7755,B,3
1790,A,1.004593,275.9592,B,3
1791,A,1.0246768,286.14285,B,3
1792,A,0.99837476,296.32654,B,3
1793,A,1.0115193,306.5102,B,3
1794,A,0.9756514,316.69388,B,3
1795,A,0.9833711,326.87756,B,3
1796,A,1.0058885,337.06122,B,3
1797,A,0.9785805,347.2449,B,3
1798,A,1.009579,357.42856,B,3
1799,A,1.007827,367.61224,B,3
1800,A,1.0168388,377.79593,B,3
1801,A,1.0069299,387.97958,B,3
1802,A,1.0060294,398.16327,B,3
1803,A,1.0210066,408.34692,B,3
1804,A,1.0220783,418.5306,B,3
1805,A,0.9984007,428.7143,B,3
1806,A,1.0126543,438.89795,B,3
1807,A,1.0206183,449.08163,B,3
1808,A,1.0174258,459.26532,B,3
1809,A,0.975082,469.44897,B,3
1810,A,1.0155811,479.63266,B,3
1811,A,1.0169467,489.8163,B,3
1812,A,1.0168365,500.0,B,3
1813,B,2.4453223,11.183674,B,3
1814,B,2.0778224,21.367348,B,3
1815,B,2.2833104,31.55102,B,3
1816,B,2.1493692,41.734695,B,3
1817,B,1.673597,51.918365,B,3
1818,B,1.9855889,62.10204,B,3
1819,B,1.9782804,72.28571,B,3
1820,B,1.750302,82.46939,B,3
1821,B,1.7241001,92.65306,B,3
1822,B,1.6735904,102.83673,B,3
1823,B,1.7221876,113.02041,B,3
1824,B,1.5371572,123.20408,B,3
1825,B,1.6733968,133.38776,B,3
1826,B,1.4079745,143.57143,B,3
1827,B,1.2933191,153.7551,B,3
1828,B,1.3112116,163.93878,B,3
1829,B,1.1993521,174.12245,B,3
1830,B,1.0065128,184.30612,B,3
1831,B,1.1217521,194.48979,B,3
1832,B,1.0764799,204.67346,B,3
1833,B,1.1409811,214.85715,B,3
1834,B,1.0462921,225.04082,B,3
1835,B,1.1342353,235.22449,B,3
1836,B,0.99326223,245.40816,B,3
1837,B,1.058314,255.59184,B,3
1838,B,1.0112569,265.7755,B,3
1839,B,0.93855864,275.9592,B,3
1840,B,0.99143505,286.14285,B,3
1841,B,1.0014,296.32654,B,3
1842,B,0.9930718,306.5102,B,3
1843,B,1.0466427,316.69388,B,3
1844,B,1.0411835,326.87756,B,3
1845,B,1.0129364,337.06122,B,3
1846,B,1.0562117,347.2449,B,3
1847,B,0.9518155,357.42856,B,3
1848,B,0.9998855,367.61224,B,3
1849,B,0.95972705,377.79593,B,3
1850,B,1.0300653,387.97958,B,3
1851,B,1.0182354,398.16327,B,3
1852,B,0.88001233,408.34692,B,3
1853,B,0.99009585,418.5306,B,3
1854,B,0.95957017,428.7143,B,3
1855,B,0.9090789,438.89795,B,3
1856,B,0.8962423,449.08163,B,3
1857,B,0.8540089,459.26532,B,3
1858,B,0.9505396,469.44897,B,3
1859,B,0.89964527,479.63266,B,3
1860,B,0.8400217,489.8163,B,3
1861,B,0.9273292,500.0,B,3
1862,C,1.2338593,11.183674,B,3
1863,C,1.3157796,21.367348,B,3
1864,C,1.4853271,31.55102,B,3
1865,C,1.3237647,41.734695,B,3
1866,C,1.3608452,51.918365,B,3
1867,C,1.4918754,62.10204,B,3
1868,C,1.3573306,72.28571,B,3
1869,C,1.3355746,82.46939,B,3
1870,C,1.3987303,92.65306,B,3
1871,C,1.4108418,102.83673,B,3
1872,C,1.4278424,113.02041,B,3
1873,C,1.529195,123.20408,B,3
1874,C,1.479018,133.38776,B,3
1875,C,1.4110695,143.57143,B,3
1876,C,1.4218302,153.7551,B,3
1877,C,1.3779044,163.93878,B,3
1878,C,1.3780863,174.12245,B,3
1879,C,1.4969672,184.30612,B,3
1880,C,1.4053662,194.48979,B,3
1881,C,1.3818203,204.67346,B,3
1882,C,1.3150852,214.85715,B,3
1883,C,1.4222256,225.04082,B,3
1884,C,1.3368586,235.22449,B,3
1885,C,1.3702524,245.40816,B,3
1886,C,1.281897,255.59184,B,3
1887,C,1.2954293,265.7755,B,3
1888,C,1.2623655,275.9592,B,3
1889,C,1.2336076,286.14285,B,3
1890,C,1.3021688,296.32654,B,3
1891,C,1.239813,306.5102,B,3
1892,C,1.2138,316.69388,B,3
1893,C,1.2221897,326.87756,B,3
1894,C,1.1668673,337.06122,B,3
1895,C,1.1997794,347.2449,B,3
1896,C,1.167569,357.42856,B,3
1897,C,1.1880658,367.61224,B,3
1898,C,1.1505896,377.79593,B,3
1899,C,1.1212736,387.97958,B,3
1900,C,1.059371,398.16327,B,3
1901,C,1.108745,408.34692,B,3
1902,C,1.0495218,418.5306,B,3
1903,C,1.0420872,428.7143,B,3
1904,C,1.0334443,438.89795,B,3
1905,C,0.97988087,449.08163,B,3
1906,C,0.98054117,459.26532,B,3
1907,C,0.98477286,469.44897,B,3
1908,C,0.87816465,479.63266,B,3
1909,C,0.89634645,489.8163,B,3
1910,C,0.8713376,500.0,B,3
1911,D,0.7520764,11.183674,B,3
1912,D,0.8092898,21.367348,B,3
1913,D,0.71193475,31.55102,B,3
1914,D,0.7976119,41.734695,B,3
1915,D,0.8649797,51.918365,B,3
1916,D,0.74882096,62.10204,B,3
1917,D,0.7795241,72.28571,B,3
1918,D,0.83522505,82.46939,B,3
1919,D,0.8097775,92.65306,B,3
1920,D,0.78656113,102.83673,B,3
1921,D,0.7817208,113.02041,B,3
1922,D,0.73291725,123.20408,B,3
1923,D,0.7744553,133.38776,B,3
1924,D,0.79330367,143.57143,B,3
1925,D,0.85234416,153.7551,B,3
1926,D,0.8432074,163.93878,B,3
1927,D,0.80727476,174.12245,B,3
1928,D,0.8413344,184.30612,B,3
1929,D,0.837505,194.48979,B,3
1930,D,0.8520386,204.67346,B,3
1931,D,0.8441102,214.85715,B,3
1932,D,0.8399629,225.04082,B,3
1933,D,0.8509547,235.22449,B,3
1934,D,0.8953504,245.40816,B,3
1935,D,0.8540824,255.59184,B,3
1936,D,0.882919,265.7755,B,3
1937,D,0.9017021,275.9592,B,3
1938,D,0.8757712,286.14285,B,3
1939,D,0.8753679,296.32654,B,3
1940,D,0.8858261,306.5102,B,3
1941,D,0.92496824,316.69388,B,3
1942,D,0.9145196,326.87756,B,3
1943,D,0.91863894,337.06122,B,3
1944,D,0.92127657,347.2449,B,3
1945,D,0.9316365,357.42856,B,3
1946,D,0.9110334,367.61224,B,3
1947,D,0.9295973,377.79593,B,3
1948,D,0.93049663,387.97958,B,3
1949,D,0.9618625,398.16327,B,3
1950,D,0.96298563,408.34692,B,3
1951,D,0.9558381,418.5306,B,3
1952,D,0.9948684,428.7143,B,3
1953,D,0.9976668,438.89795,B,3
1954,D,1.0160784,449.08163,B,3
1955,D,1.0330466,459.26532,B,3
1956,D,1.0509486,469.44897,B,3
1957,D,1.0683899,479.63266,B,3
1958,D,1.0778836,489.8163,B,3
1959,D,1.0638579,500.0,B,3
1960,A,1.0584577,11.183674,C,3
1961,A,0.84049124,21.367348,C,3
1962,A,0.92215234,31.55102,C,3
1963,A,0.94163525,41.734695,C,3
1964,A,0.9472845,51.918365,C,3
1965,A,0.9156347,62.10204,C,3
1966,A,0.94893974,72.28571,C,3
1967,A,0.91530836,82.46939,C,3
1968,A,0.8954609,92.65306,C,3
1969,A,0.88254565,102.83673,C,3
1970,A,0.8961524,113.02041,C,3
1971,A,0.8913979,123.20408,C,3
1972,A,0.87667423,133.38776,C,3
1973,A,0.8916464,143.57143,C,3
1974,A,0.92004895,153.7551,C,3
1975,A,0.90234804,163.93878,C,3
1976,A,0.8980977,174.12245,C,3
1977,A,0.87772775,184.30612,C,3
1978,A,0.89145255,194.48979,C,3
1979,A,0.896583,204.67346,C,3
1980,A,0.9071517,214.85715,C,3
1981,A,0.89584446,225.04082,C,3
1982,A,0.9067811,235.22449,C,3
1983,A,0.9073624,245.40816,C,3
1984,A,0.8889494,255.59184,C,3
1985,A,0.9167269,265.7755,C,3
1986,A,0.9107206,275.9592,C,3
1987,A,0.9258856,286.14285,C,3
1988,A,0.91993356,296.32654,C,3
1989,A,0.94987285,306.5102,C,3
1990,A,0.956116,316.69388,C,3
1991,A,0.9474201,326.87756,C,3
1992,A,0.93770325,337.06122,C,3
1993,A,0.95035976,347.2449,C,3
1994,A,0.9391496,357.42856,C,3
1995,A,0.9687504,367.61224,C,3
1996,A,0.9472769,377.79593,C,3
1997,A,0.97323006,387.97958,C,3
1998,A,0.9982422,398.16327,C,3
1999,A,0.98837185,408.34692,C,3
2000,A,0.96648276,418.5306,C,3
2001,A,0.980863,428.7143,C,3
2002,A,1.0140933,438.89795,C,3
2003,A,1.017776,449.08163,C,3
2004,A,1.0411091,459.26532,C,3
2005,A,1.0214777,469.44897,C,3
2006,A,1.0291077,479.63266,C,3
2007,A,1.0133352,489.8163,C,3
2008,A,1.0334373,500.0,C,3
2009,B,1.2338592,11.183674,C,3
2010,B,1.3157796,21.367348,C,3
2011,B,1.485327,31.55102,C,3
2012,B,1.3237647,41.734695,C,3
2013,B,1.3608452,51.918365,C,3
2014,B,1.4918753,62.10204,C,3
2015,B,1.3573306,72.28571,C,3
2016,B,1.3355747,82.46939,C,3
2017,B,1.39873,92.65306,C,3
2018,B,1.4108418,102.83673,C,3
2019,B,1.4278424,113.02041,C,3
2020,B,1.529195,123.20408,C,3
2021,B,1.479018,133.38776,C,3
2022,B,1.4110695,143.57143,C,3
2023,B,1.42183,153.7551,C,3
2024,B,1.3779044,163.93878,C,3
2025,B,1.3780862,174.12245,C,3
2026,B,1.4969672,184.30612,C,3
2027,B,1.4053662,194.48979,C,3
2028,B,1.3818204,204.67346,C,3
2029,B,1.315085,214.85715,C,3
2030,B,1.4222256,225.04082,C,3
2031,B,1.3368586,235.22449,C,3
2032,B,1.3702524,245.40816,C,3
2033,B,1.281897,255.59184,C,3
2034,B,1.2954295,265.7755,C,3
2035,B,1.2623653,275.9592,C,3
2036,B,1.2336075,286.14285,C,3
2037,B,1.302169,296.32654,C,3
2038,B,1.2398131,306.5102,C,3
2039,B,1.2138001,316.69388,C,3
2040,B,1.2221898,326.87756,C,3
2041,B,1.1668671,337.06122,C,3
2042,B,1.1997794,347.2449,C,3
2043,B,1.1675688,357.42856,C,3
2044,B,1.1880658,367.61224,C,3
2045,B,1.1505896,377.79593,C,3
2046,B,1.1212735,387.97958,C,3
2047,B,1.059371,398.16327,C,3
2048,B,1.1087449,408.34692,C,3
2049,B,1.0495218,418.5306,C,3
2050,B,1.0420872,428.7143,C,3
2051,B,1.033444,438.89795,C,3
2052,B,0.9798808,449.08163,C,3
2053,B,0.98054105,459.26532,C,3
2054,B,0.98477286,469.44897,C,3
2055,B,0.87816465,479.63266,C,3
2056,B,0.8963464,489.8163,C,3
2057,B,0.87133753,500.0,C,3
2058,C,2.180107,11.183674,C,3
2059,C,2.1034086,21.367348,C,3
2060,C,2.0152888,31.55102,C,3
2061,C,2.0789967,41.734695,C,3
2062,C,1.9829172,51.918365,C,3
2063,C,1.8780445,62.10204,C,3
2064,C,1.8177888,72.28571,C,3
2065,C,1.8224092,82.46939,C,3
2066,C,1.8759917,92.65306,C,3
2067,C,1.772517,102.83673,C,3
2068,C,1.773492,113.02041,C,3
2069,C,1.652537,123.20408,C,3
2070,C,1.6895976,133.38776,C,3
2071,C,1.7119296,143.57143,C,3
2072,C,1.6442434,153.7551,C,3
2073,C,1.667963,163.93878,C,3
2074,C,1.5603741,174.12245,C,3
2075,C,1.6040621,184.30612,C,3
2076,C,1.526619,194.48979,C,3
2077,C,1.5882539,204.67346,C,3
2078,C,1.5137061,214.85715,C,3
2079,C,1.532151,225.04082,C,3
2080,C,1.525294,235.22449,C,3
2081,C,1.5026596,245.40816,C,3
2082,C,1.5766774,255.59184,C,3
2083,C,1.4670143,265.7755,C,3
2084,C,1.4756621,275.9592,C,3
2085,C,1.4773434,286.14285,C,3
2086,C,1.3919147,296.32654,C,3
2087,C,1.2903684,306.5102,C,3
2088,C,1.2883897,316.69388,C,3
2089,C,1.2730379,326.87756,C,3
2090,C,1.2266346,337.06122,C,3
2091,C,1.217333,347.2449,C,3
2092,C,1.1694607,357.42856,C,3
2093,C,1.1041423,367.61224,C,3
2094,C,1.1233582,377.79593,C,3
2095,C,1.0776733,387.97958,C,3
2096,C,1.0220455,398.16327,C,3
2097,C,0.99536335,408.34692,C,3
2098,C,1.0413358,418.5306,C,3
2099,C,0.97132695,428.7143,C,3
2100,C,0.9280837,438.89795,C,3
2101,C,0.93001825,449.08163,C,3
2102,C,0.88805467,459.26532,C,3
2103,C,0.9244776,469.44897,C,3
2104,C,0.9021009,479.63266,C,3
2105,C,0.8774853,489.8163,C,3
2106,C,0.8333278,500.0,C,3
2107,D,0.3013535,11.183674,C,3
2108,D,0.44815257,21.367348,C,3
2109,D,0.44602162,31.55102,C,3
2110,D,0.42418465,41.734695,C,3
2111,D,0.46065617,51.918365,C,3
2112,D,0.51510334,62.10204,C,3
2113,D,0.5511413,72.28571,C,3
2114,D,0.5891385,82.46939,C,3
2115,D,0.5842727,92.65306,C,3
2116,D,0.62606144,102.83673,C,3
2117,D,0.6376901,113.02041,C,3
2118,D,0.6413831,123.20408,C,3
2119,D,0.67591196,133.38776,C,3
2120,D,0.6755796,143.57143,C,3
2121,D,0.67378426,153.7551,C,3
2122,D,0.6944742,163.93878,C,3
2123,D,0.74423695,174.12245,C,3
2124,D,0.70448,184.30612,C,3
2125,D,0.7616235,194.48979,C,3
2126,D,0.7378912,204.67346,C,3
2127,D,0.781847,214.85715,C,3
2128,D,0.7614241,225.04082,C,3
2129,D,0.77633446,235.22449,C,3
2130,D,0.77620584,245.40816,C,3
2131,D,0.7854736,255.59184,C,3
2132,D,0.8037281,265.7755,C,3
2133,D,0.81684494,275.9592,C,3
2134,D,0.81253207,286.14285,C,3
2135,D,0.8369154,296.32654,C,3
2136,D,0.85762084,306.5102,C,3
2137,D,0.86666894,316.69388,C,3
2138,D,0.8826498,326.87756,C,3
2139,D,0.92470443,337.06122,C,3
2140,D,0.9020311,347.2449,C,3
2141,D,0.94589776,357.42856,C,3
2142,D,0.93647677,367.61224,C,3
2143,D,0.9644359,377.79593,C,3
2144,D,0.96090674,387.97958,C,3
2145,D,0.9752772,398.16327,C,3
2146,D,0.98306143,408.34692,C,3
2147,D,1.0051173,418.5306,C,3
2148,D,1.0226333,428.7143,C,3
2149,D,1.0059419,438.89795,C,3
2150,D,1.0166072,449.08163,C,3
2151,D,1.0088348,459.26532,C,3
2152,D,1.0145856,469.44897,C,3
2153,D,1.0483509,479.63266,C,3
2154,D,1.0736477,489.8163,C,3
2155,D,1.0798991,500.0,C,3
2156,A,1.1531342,11.183674,D,3
2157,A,0.9941253,21.367348,D,3
2158,A,1.0334314,31.55102,D,3
2159,A,1.0423999,41.734695,D,3
2160,A,1.0395379,51.918365,D,3
2161,A,1.0566223,62.10204,D,3
2162,A,1.058108,72.28571,D,3
2163,A,1.0415213,82.46939,D,3
2164,A,1.0512371,92.65306,D,3
2165,A,1.059993,102.83673,D,3
2166,A,1.064815,113.02041,D,3
2167,A,1.0662467,123.20408,D,3
2168,A,1.0425301,133.38776,D,3
2169,A,1.0509104,143.57143,D,3
2170,A,1.0588926,153.7551,D,3
2171,A,1.0546283,163.93878,D,3
2172,A,1.0511013,174.12245,D,3
2173,A,1.0408727,184.30612,D,3
2174,A,1.0393099,194.48979,D,3
2175,A,1.0434808,204.67346,D,3
2176,A,1.0247071,214.85715,D,3
2177,A,1.0491979,225.04082,D,3
2178,A,1.0484816,235.22449,D,3
2179,A,1.0386235,245.40816,D,3
2180,A,1.0498679,255.59184,D,3
2181,A,1.0397905,265.7755,D,3
2182,A,1.0292739,275.9592,D,3
2183,A,1.0322342,286.14285,D,3
2184,A,1.029069,296.32654,D,3
2185,A,1.031264,306.5102,D,3
2186,A,1.0349667,316.69388,D,3
2187,A,1.0228462,326.87756,D,3
2188,A,1.0231456,337.06122,D,3
2189,A,1.0213876,347.2449,D,3
2190,A,1.0188286,357.42856,D,3
2191,A,0.99824625,367.61224,D,3
2192,A,1.0071083,377.79593,D,3
2193,A,1.0101298,387.97958,D,3
2194,A,1.0062357,398.16327,D,3
2195,A,1.0174813,408.34692,D,3
2196,A,1.0067638,418.5306,D,3
2197,A,1.0052915,428.7143,D,3
2198,A,1.0129567,438.89795,D,3
2199,A,1.010956,449.08163,D,3
2200,A,0.99070746,459.26532,D,3
2201,A,0.99357444,469.44897,D,3
2202,A,0.99115604,479.63266,D,3
2203,A,0.9875507,489.8163,D,3
2204,A,0.97412163,500.0,D,3
2205,B,0.75207627,11.183674,D,3
2206,B,0.8092899,21.367348,D,3
2207,B,0.7119348,31.55102,D,3
2208,B,0.7976119,41.734695,D,3
2209,B,0.86497974,51.918365,D,3
2210,B,0.7488209,62.10204,D,3
2211,B,0.779524,72.28571,D,3
2212,B,0.8352251,82.46939,D,3
2213,B,0.80977744,92.65306,D,3
2214,B,0.78656113,102.83673,D,3
2215,B,0.7817208,113.02041,D,3
2216,B,0.73291725,123.20408,D,3
2217,B,0.77445525,133.38776,D,3
2218,B,0.7933036,143.57143,D,3
2219,B,0.8523441,153.7551,D,3
2220,B,0.8432075,163.93878,D,3
2221,B,0.8072747,174.12245,D,3
2222,B,0.84133446,184.30612,D,3
2223,B,0.8375049,194.48979,D,3
2224,B,0.8520387,204.67346,D,3
2225,B,0.8441102,214.85715,D,3
2226,B,0.839963,225.04082,D,3
2227,B,0.85095465,235.22449,D,3
2228,B,0.89535046,245.40816,D,3
2229,B,0.8540825,255.59184,D,3
2230,B,0.8829191,265.7755,D,3
2231,B,0.90170205,275.9592,D,3
2232,B,0.87577116,286.14285,D,3
2233,B,0.87536794,296.32654,D,3
2234,B,0.88582605,306.5102,D,3
2235,B,0.92496836,316.69388,D,3
2236,B,0.91451967,326.87756,D,3
2237,B,0.9186388,337.06122,D,3
2238,B,0.92127657,347.2449,D,3
2239,B,0.9316365,357.42856,D,3
2240,B,0.91103345,367.61224,D,3
2241,B,0.92959726,377.79593,D,3
2242,B,0.93049663,387.97958,D,3
2243,B,0.96186274,398.16327,D,3
2244,B,0.96298563,408.34692,D,3
2245,B,0.95583814,418.5306,D,3
2246,B,0.99486834,428.7143,D,3
2247,B,0.9976667,438.89795,D,3
2248,B,1.0160785,449.08163,D,3
2249,B,1.0330467,459.26532,D,3
2250,B,1.0509486,469.44897,D,3
2251,B,1.0683898,479.63266,D,3
2252,B,1.0778836,489.8163,D,3
2253,B,1.0638578,500.0,D,3
2254,C,0.30135354,11.183674,D,3
2255,C,0.4481526,21.367348,D,3
2256,C,0.44602165,31.55102,D,3
2257,C,0.42418465,41.734695,D,3
2258,C,0.46065614,51.918365,D,3
2259,C,0.5151034,62.10204,D,3
2260,C,0.5511414,72.28571,D,3
2261,C,0.5891385,82.46939,D,3
2262,C,0.5842727,92.65306,D,3
2263,C,0.6260614,102.83673,D,3
2264,C,0.6376902,113.02041,D,3
2265,C,0.6413831,123.20408,D,3
2266,C,0.6759119,133.38776,D,3
2267,C,0.6755795,143.57143,D,3
2268,C,0.6737843,153.7551,D,3
2269,C,0.6944742,163.93878,D,3
2270,C,0.74423695,174.12245,D,3
2271,C,0.70448005,184.30612,D,3
2272,C,0.7616235,194.48979,D,3
2273,C,0.73789114,204.67346,D,3
2274,C,0.781847,214.85715,D,3
2275,C,0.7614242,225.04082,D,3
2276,C,0.7763344,235.22449,D,3
2277,C,0.7762058,245.40816,D,3
2278,C,0.78547364,255.59184,D,3
2279,C,0.80372816,265.7755,D,3
2280,C,0.816845,275.9592,D,3
2281,C,0.81253207,286.14285,D,3
2282,C,0.8369153,296.32654,D,3
2283,C,0.8576208,306.5102,D,3
2284,C,0.866669,316.69388,D,3
2285,C,0.8826497,326.87756,D,3
2286,C,0.9247045,337.06122,D,3
2287,C,0.9020311,347.2449,D,3
2288,C,0.94589794,357.42856,D,3
2289,C,0.9364768,367.61224,D,3
2290,C,0.9644358,377.79593,D,3
2291,C,0.9609068,387.97958,D,3
2292,C,0.97527725,398.16327,D,3
2293,C,0.98306143,408.34692,D,3
2294,C,1.0051174,418.5306,D,3
2295,C,1.0226333,428.7143,D,3
2296,C,1.005942,438.89795,D,3
2297,C,1.0166074,449.08163,D,3
2298,C,1.008835,459.26532,D,3
2299,C,1.0145856,469.44897,D,3
2300,C,1.0483508,479.63266,D,3
2301,C,1.0736479,489.8163,D,3
2302,C,1.079899,500.0,D,3
2303,D,1.2196158,11.183674,D,3
2304,D,1.393974,21.367348,D,3
2305,D,1.3199127,31.55102,D,3
2306,D,1.3034688,41.734695,D,3
2307,D,1.2628571,51.918365,D,3
2308,D,1.249279,62.10204,D,3
2309,D,1.218448,72.28571,D,3
2310,D,1.2052687,82.46939,D,3
2311,D,1.1956619,92.65306,D,3
2312,D,1.1821476,102.83673,D,3
2313,D,1.1567565,113.02041,D,3
2314,D,1.1819375,123.20408,D,3
