,neighbor,Z,scale,reference,id,perm
670,B,0.73650134,981.0203,D,0,1
671,B,0.7365679,1009.13574,D,0,1
672,B,0.74287623,1037.2512,D,0,1
673,B,0.7641256,1065.3667,D,0,1
674,B,0.76841545,1093.4822,D,0,1
675,B,0.7708282,1121.5977,D,0,1
676,B,0.7727569,1149.713,D,0,1
677,B,0.7752533,1177.8285,D,0,1
678,B,0.8086323,1205.944,D,0,1
679,B,0.86975646,1234.0594,D,0,1
680,B,0.95256037,1262.1749,D,0,1
681,B,1.0322297,1290.2904,D,0,1
682,B,1.111291,1318.4058,D,0,1
683,B,1.1724846,1346.5212,D,0,1
684,B,1.2079122,1374.6367,D,0,1
685,B,1.2266792,1402.7522,D,0,1
686,C,0.0,53.210125,D,0,1
687,C,0.0,81.325584,D,0,1
688,C,0.0,109.44105,D,0,1
689,C,0.0,137.5565,D,0,1
690,C,0.0,165.67197,D,0,1
691,C,0.0,193.78743,D,0,1
692,C,0.03314888,221.90288,D,0,1
693,C,0.23576428,250.01834,D,0,1
694,C,0.47872427,278.1338,D,0,1
695,C,0.7312239,306.24927,D,0,1
696,C,0.9852394,334.36472,D,0,1
697,C,1.2067562,362.4802,D,0,1
698,C,1.4059451,390.59564,D,0,1
699,C,1.4865468,418.7111,D,0,1
700,C,1.4851778,446.82657,D,0,1
701,C,1.4767433,474.94202,D,0,1
702,C,1.4666476,503.0575,D,0,1
703,C,1.4584318,531.1729,D,0,1
704,C,1.4465375,559.2884,D,0,1
705,C,1.4359425,587.4039,D,0,1
706,C,1.423282,615.51935,D,0,1
707,C,1.3974011,643.63477,D,0,1
708,C,1.3454909,671.75024,D,0,1
709,C,1.282066,699.8657,D,0,1
710,C,1.2009053,727.98114,D,0,1
711,C,1.1012387,756.0966,D,0,1
712,C,0.9991892,784.2121,D,0,1
713,C,0.9079322,812.3275,D,0,1
714,C,0.8515287,840.443,D,0,1
715,C,0.79962873,868.5585,D,0,1
716,C,0.77022684,896.67395,D,0,1
717,C,0.7367629,924.78937,D,0,1
718,C,0.7346406,952.90485,D,0,1
719,C,0.73464906,981.0203,D,0,1
720,C,0.73511595,1009.13574,D,0,1
721,C,0.7506842,1037.2512,D,0,1
722,C,0.759248,1065.3667,D,0,1
723,C,0.7742876,1093.4822,D,0,1
724,C,0.763912,1121.5977,D,0,1
725,C,0.7813665,1149.713,D,0,1
726,C,0.78769046,1177.8285,D,0,1
727,C,0.80638224,1205.944,D,0,1
728,C,0.85631627,1234.0594,D,0,1
729,C,0.92668074,1262.1749,D,0,1
730,C,1.0108602,1290.2904,D,0,1
731,C,1.089707,1318.4058,D,0,1
732,C,1.1516155,1346.5212,D,0,1
733,C,1.2070873,1374.6367,D,0,1
734,C,1.224189,1402.7522,D,0,1
735,D,1.3500789,53.210125,D,0,1
736,D,1.3294332,81.325584,D,0,1
737,D,1.2993792,109.44105,D,0,1
738,D,1.272123,137.5565,D,0,1
739,D,1.2414932,165.67197,D,0,1
740,D,1.2067502,193.78743,D,0,1
741,D,1.1742088,221.90288,D,0,1
742,D,1.133688,250.01834,D,0,1
743,D,1.0966517,278.1338,D,0,1
744,D,1.0610185,306.24927,D,0,1
745,D,1.0257722,334.36472,D,0,1
746,D,0.99352247,362.4802,D,0,1
747,D,0.9594328,390.59564,D,0,1
748,D,0.92906153,418.7111,D,0,1
749,D,0.9061017,446.82657,D,0,1
750,D,0.8852356,474.94202,D,0,1
751,D,0.86788565,503.0575,D,0,1
752,D,0.85810953,531.1729,D,0,1
753,D,0.8526882,559.2884,D,0,1
754,D,0.8527119,587.4039,D,0,1
755,D,0.86448014,615.51935,D,0,1
756,D,0.8854456,643.63477,D,0,1
757,D,0.9063117,671.75024,D,0,1
758,D,0.92770755,699.8657,D,0,1
759,D,0.9483343,727.98114,D,0,1
760,D,0.9682394,756.0966,D,0,1
761,D,0.9859828,784.2121,D,0,1
762,D,1.0023932,812.3275,D,0,1
763,D,1.0170243,840.443,D,0,1
764,D,1.0289044,868.5585,D,0,1
765,D,1.0410522,896.67395,D,0,1
766,D,1.0528277,924.78937,D,0,1
767,D,1.0632303,952.90485,D,0,1
768,D,1.0719725,981.0203,D,0,1
769,D,1.0784016,1009.13574,D,0,1
770,D,1.0802894,1037.2512,D,0,1
771,D,1.0772735,1065.3667,D,0,1
772,D,1.0733392,1093.4822,D,0,1
773,D,1.0653533,1121.5977,D,0,1
774,D,1.056733,1149.713,D,0,1
775,D,1.0458143,1177.8285,D,0,1
776,D,1.0337065,1205.944,D,0,1
777,D,1.0178922,1234.0594,D,0,1
778,D,1.0034992,1262.1749,D,0,1
779,D,0.99096644,1290.2904,D,0,1
780,D,0.9799674,1318.4058,D,0,1
781,D,0.9702845,1346.5212,D,0,1
782,D,0.96345997,1374.6367,D,0,1
783,D,0.95802784,1402.7522,D,0,1
